variant,seed,target_tokens,actual_tokens,needle_frac,gold,layer,head,baseline_logprob,ablated_logprob,delta_logprob
literal,1236,8192,8192,0.1,659279,22,7,-1.9796881675720215,-2.1984710693359375,-0.21878290176391602
literal,1236,8192,8192,0.1,659279,18,3,-1.9796881675720215,-2.1359694798787436,-0.15628131230672215
literal,1236,8192,8192,0.1,659279,20,9,-1.9796881675720215,-2.1463190714518228,-0.16663090387980128
literal,1236,8192,8192,0.1,659279,17,3,-1.9796881675720215,-2.0004274050394693,-0.02073923746744777
literal,1236,8192,8192,0.1,659279,22,10,-1.9796881675720215,-2.0109047889709473,-0.03121662139892578
literal,1236,8192,8192,0.1,659279,23,4,-1.9796881675720215,-2.0525922775268555,-0.07290410995483398
literal,1236,8192,8192,0.1,659279,20,3,-1.9796881675720215,-2.0317769050598145,-0.05208873748779297
literal,1236,8192,8192,0.1,659279,0,3,-1.9796881675720215,-2.0213796297709146,-0.04169146219889308
literal,1236,8192,8192,0.1,659279,0,6,-1.9796881675720215,-1.9169704914093018,0.06271767616271973
literal,1236,8192,8192,0.1,659279,0,4,-1.9796881675720215,-2.0005332628885903,-0.020845095316568862
literal,1236,8192,8192,0.1,659279,0,7,-1.9796881675720215,-2.0422019958496094,-0.06251382827758789
literal,1236,8192,8192,0.1,659279,0,8,-1.9796881675720215,-1.9900342623392742,-0.010346094767252678
literal,1236,8192,8192,0.1,659279,21,9,-1.9796881675720215,-1.969274361928304,0.010413805643717522
literal,1236,8192,8192,0.1,659279,20,2,-1.9796881675720215,-2.0005009969075522,-0.020812829335530747
literal,1236,8192,8192,0.1,659279,19,1,-1.9796881675720215,-1.9692708651224773,0.010417302449544197
literal,1236,8192,8192,0.1,659279,20,5,-1.9796881675720215,-1.9588580131530762,0.020830154418945312
literal,1236,8192,8192,0.1,659279,0,11,-1.9796881675720215,-2.0109373728434243,-0.031249205271402847
literal,1236,8192,8192,0.1,659279,0,2,-1.9796881675720215,-2.0005369186401367,-0.020848751068115234
literal,1236,8192,8192,0.1,659279,0,10,-1.9796881675720215,-1.958682696024577,0.021005471547444587
literal,1236,8192,8192,0.1,659279,0,0,-1.9796881675720215,-1.9588651657104492,0.020823001861572266
literal,1236,8192,8192,0.1,659279,0,1,-1.9796881675720215,-1.990121841430664,-0.010433673858642578
literal,1236,8192,8192,0.1,659279,20,11,-1.9796881675720215,-1.969252109527588,0.010436058044433594
literal,1236,8192,8192,0.1,659279,0,5,-1.9796881675720215,-1.9796640078226726,2.415974934888432e-05
literal,1236,8192,8192,0.1,659279,18,1,-1.9796881675720215,-1.9484128952026367,0.031275272369384766
literal,1236,8192,8192,0.1,659279,23,8,-1.9796881675720215,-2.0004825592041016,-0.020794391632080078
literal,1236,8192,8192,0.1,659279,20,10,-1.9796881675720215,-1.9692505200703938,0.010437647501627678
literal,1236,8192,8192,0.1,659279,17,6,-1.9796881675720215,-2.021340529123942,-0.041652361551920425
literal,1236,8192,8192,0.1,659279,20,0,-1.9796881675720215,-2.0005130767822266,-0.020824909210205078
literal,1236,8192,8192,0.1,659279,21,4,-1.9796881675720215,-2.0734227498372397,-0.09373458226521825
literal,1236,8192,8192,0.1,659279,18,7,-1.9796881675720215,-1.9796398480733235,4.831949869799068e-05
literal,1236,8192,8192,0.1,659279,21,8,-1.9796881675720215,-2.0109289487202964,-0.031240781148274888
literal,1236,8192,8192,0.1,659279,20,1,-1.9796881675720215,-1.9588098526000977,0.020878314971923828
literal,1236,8192,8192,0.1,659279,21,10,-1.9796881675720215,-1.9796419143676758,4.6253204345703125e-05
literal,1236,8192,8192,0.1,659279,22,6,-1.9796881675720215,-1.9692579905192058,0.010430177052815681
literal,1236,8192,8192,0.1,659279,17,8,-1.9796881675720215,-1.9901096026102703,-0.010421435038248772
literal,1236,8192,8192,0.1,659279,20,7,-1.9796881675720215,-2.09429136912028,-0.11460320154825832
literal,1236,8192,8192,0.1,659279,21,5,-1.9796881675720215,-2.0317737261454263,-0.0520855585734048
literal,1236,8192,8192,0.1,659279,21,6,-1.9796881675720215,-1.9796497027079265,3.846486409497807e-05
literal,1236,8192,8192,0.1,659279,22,11,-1.9796881675720215,-2.0005129178365073,-0.020824750264485825
literal,1236,8192,8192,0.1,659279,17,2,-1.9796881675720215,-1.9380955696105957,0.04159259796142578
literal,1236,8192,8192,0.1,659279,20,4,-1.9796881675720215,-2.0005385080973306,-0.020850340525309097
literal,1236,8192,8192,0.1,659279,21,2,-1.9796881675720215,-1.9588046073913574,0.020883560180664062
literal,1236,8192,8192,0.1,659279,22,9,-1.9796881675720215,-1.979668140411377,2.002716064453125e-05
literal,1236,8192,8192,0.1,659279,17,7,-1.9796881675720215,-1.9797123273213704,-2.415974934888432e-05
literal,1236,8192,8192,0.1,659279,21,7,-1.9796881675720215,-2.0005229314168296,-0.02083476384480809
literal,1236,8192,8192,0.1,659279,20,8,-1.9796881675720215,-2.1670923233032227,-0.18740415573120117
literal,1236,8192,8192,0.1,659279,22,8,-1.9796881675720215,-2.0005176862080893,-0.020829518636067856
literal,1236,8192,8192,0.1,659279,17,10,-1.9796881675720215,-2.115065415700277,-0.13537724812825536
literal,1236,8192,8192,0.1,659279,21,3,-1.9796881675720215,-2.0630086263020835,-0.083320458730062
literal,1236,8192,8192,0.1,659279,22,2,-1.9796881675720215,-1.990082581837972,-0.010394414265950447
literal,1236,8192,8192,0.1,659279,20,6,-1.9796881675720215,-2.052584648132324,-0.07289648056030273
literal,1236,8192,8192,0.1,659279,21,1,-1.9796881675720215,-2.042166233062744,-0.062478065490722656
literal,1236,8192,8192,0.1,659279,22,0,-1.9796881675720215,-2.0838783582051597,-0.10419019063313817
literal,1236,8192,8192,0.1,659279,22,5,-1.9796881675720215,-1.8963146209716797,0.0833735466003418
literal,1236,8192,8192,0.1,659279,21,0,-1.9796881675720215,-2.062985420227051,-0.0832972526550293
literal,1236,8192,8192,0.1,659279,17,9,-1.9796881675720215,-2.0421859423319497,-0.06249777475992824
literal,1236,8192,8192,0.1,659279,22,3,-1.9796881675720215,-2.0109287897745767,-0.03124062220255519
literal,1236,8192,8192,0.1,659279,17,11,-1.9796881675720215,-1.9588745435078938,0.020813624064127678
literal,1236,8192,8192,0.1,659279,22,4,-1.9796881675720215,-2.073434352874756,-0.09374618530273438
literal,1236,8192,8192,0.1,659279,22,1,-1.9796881675720215,-2.000514348347982,-0.020826180775960434
literal,1237,8192,8191,0.1,255903,21,11,-2.2609168688456216,-2.282040596008301,-0.021123727162679184
literal,1237,8192,8191,0.1,255903,22,7,-2.2609168688456216,-2.365140120188395,-0.10422325134277344
literal,1237,8192,8191,0.1,255903,18,3,-2.2609168688456216,-2.3338890075683594,-0.07297213872273778
literal,1237,8192,8191,0.1,255903,20,9,-2.2609168688456216,-2.302578608194987,-0.041661739349365234
literal,1237,8192,8191,0.1,255903,17,3,-2.2609168688456216,-2.250440756479899,0.010476112365722656
literal,1237,8192,8191,0.1,255903,22,10,-2.2609168688456216,-2.292153835296631,-0.031236966451009263
literal,1237,8192,8191,0.1,255903,23,4,-2.2609168688456216,-2.292161146799723,-0.031244277954101562
literal,1237,8192,8191,0.1,255903,20,3,-2.2609168688456216,-2.3234686851501465,-0.06255181630452489
literal,1237,8192,8191,0.1,255903,0,3,-2.2609168688456216,-2.281788190205892,-0.02087132136027048
literal,1237,8192,8191,0.1,255903,0,6,-2.2609168688456216,-2.1774826844533286,0.083434184392293
literal,1237,8192,8191,0.1,255903,0,4,-2.2609168688456216,-2.2505367596944175,0.010380109151204131
literal,1237,8192,8191,0.1,255903,0,7,-2.2609168688456216,-2.3130313555399575,-0.05211448669433594
literal,1237,8192,8191,0.1,255903,0,8,-2.2609168688456216,-2.302560647328695,-0.04164377848307321
literal,1237,8192,8191,0.1,255903,21,9,-2.2609168688456216,-2.1776134173075357,0.08330345153808594
literal,1237,8192,8191,0.1,255903,20,2,-2.2609168688456216,-2.2504990895589194,0.010417779286702178
literal,1237,8192,8191,0.1,255903,19,1,-2.2609168688456216,-2.250520388285319,0.010396480560302734
literal,1237,8192,8191,0.1,255903,20,5,-2.2609168688456216,-2.1463281313578286,0.11458873748779297
literal,1237,8192,8191,0.1,255903,0,11,-2.2609168688456216,-2.250492731730143,0.010424137115478516
literal,1237,8192,8191,0.1,255903,0,2,-2.2609168688456216,-2.2504959106445312,0.010420958201090347
literal,1237,8192,8191,0.1,255903,0,10,-2.2609168688456216,-2.208736260732015,0.052180608113606475
literal,1237,8192,8191,0.1,255903,0,0,-2.2609168688456216,-2.2088499069213867,0.05206696192423488
literal,1237,8192,8191,0.1,255903,0,1,-2.2609168688456216,-2.2504711151123047,0.01044575373331691
literal,1237,8192,8191,0.1,255903,20,11,-2.2609168688456216,-2.156754970550537,0.10416189829508449
literal,1237,8192,8191,0.1,255903,0,5,-2.2609168688456216,-2.2505170504252114,0.010399818420410156
literal,1237,8192,8191,0.1,255903,18,1,-2.2609168688456216,-2.2296948432922363,0.03122202555338527
literal,1237,8192,8191,0.1,255903,23,8,-2.2609168688456216,-2.2713119188944497,-0.010395050048828125
literal,1237,8192,8191,0.1,255903,20,10,-2.2609168688456216,-2.20883846282959,0.05207840601603175
literal,1237,8192,8191,0.1,255903,17,6,-2.2609168688456216,-2.2296902338663735,0.031226634979248047
literal,1237,8192,8191,0.1,255903,20,0,-2.2609168688456216,-2.260949452718099,-3.25838724775096e-05
literal,1237,8192,8191,0.1,255903,21,4,-2.2609168688456216,-2.3234469095865884,-0.0625300407409668
literal,1237,8192,8191,0.1,255903,18,7,-2.2609168688456216,-2.292168140411377,-0.031251271565755356
literal,1237,8192,8191,0.1,255903,21,8,-2.2609168688456216,-2.292214870452881,-0.03129800160725926
literal,1237,8192,8191,0.1,255903,20,1,-2.2609168688456216,-2.167158762613932,0.09375810623168945
literal,1237,8192,8191,0.1,255903,21,10,-2.2609168688456216,-2.281763235727946,-0.02084636688232422
literal,1237,8192,8191,0.1,255903,22,6,-2.2609168688456216,-2.250513712565104,0.010403156280517578
literal,1237,8192,8191,0.1,255903,17,8,-2.2609168688456216,-2.2088340123494468,0.052082856496174834
literal,1237,8192,8191,0.1,255903,20,7,-2.2609168688456216,-2.3442665735880532,-0.08334970474243164
literal,1237,8192,8191,0.1,255903,21,5,-2.2609168688456216,-2.3234219551086426,-0.06250508626302098
literal,1237,8192,8191,0.1,255903,21,6,-2.2609168688456216,-2.3859642346700034,-0.1250473658243818
literal,1237,8192,8191,0.1,255903,22,11,-2.2609168688456216,-2.240077177683512,0.020839691162109375
literal,1237,8192,8191,0.1,255903,17,2,-2.2609168688456216,-2.2193473180135093,0.041569550832112334
literal,1237,8192,8191,0.1,255903,20,4,-2.2609168688456216,-2.3026485443115234,-0.04173167546590184
literal,1237,8192,8191,0.1,255903,21,2,-2.2609168688456216,-2.2296592394510903,0.03125762939453125
literal,1237,8192,8191,0.1,255903,22,9,-2.2609168688456216,-2.271327018737793,-0.010410149892171372
literal,1237,8192,8191,0.1,255903,17,7,-2.2609168688456216,-2.219273249308268,0.041643619537353516
literal,1237,8192,8191,0.1,255903,21,7,-2.2609168688456216,-2.2192562421162925,0.04166062672932913
literal,1237,8192,8191,0.1,255903,20,8,-2.2609168688456216,-2.3858925501505532,-0.12497568130493164
literal,1237,8192,8191,0.1,255903,22,8,-2.2609168688456216,-2.240086237589518,0.020830631256103516
literal,1237,8192,8191,0.1,255903,17,10,-2.2609168688456216,-2.375530401865641,-0.11461353302001953
literal,1237,8192,8191,0.1,255903,21,3,-2.2609168688456216,-2.3442837397257485,-0.08336687088012695
literal,1237,8192,8191,0.1,255903,22,2,-2.2609168688456216,-2.2296675046284995,0.0312493642171221
literal,1237,8192,8191,0.1,255903,20,6,-2.2609168688456216,-2.3338707288106284,-0.0729538599650068
literal,1237,8192,8191,0.1,255903,21,1,-2.2609168688456216,-2.3338581720987954,-0.07294130325317383
literal,1237,8192,8191,0.1,255903,22,0,-2.2609168688456216,-2.3338378270467124,-0.07292095820109079
literal,1237,8192,8191,0.1,255903,22,5,-2.2609168688456216,-2.010903835296631,0.25001303354899074
literal,1237,8192,8191,0.1,255903,21,0,-2.2609168688456216,-2.3338637351989746,-0.07294686635335301
literal,1237,8192,8191,0.1,255903,17,9,-2.2609168688456216,-2.292189280192057,-0.03127241134643555
literal,1237,8192,8191,0.1,255903,22,3,-2.2609168688456216,-2.2713624636332193,-0.010445594787597656
literal,1237,8192,8191,0.1,255903,17,11,-2.2609168688456216,-2.2401013374328613,0.02081553141276027
literal,1237,8192,8191,0.1,255903,22,4,-2.2609168688456216,-2.3651070594787598,-0.10419019063313817
literal,1237,8192,8191,0.1,255903,22,1,-2.2609168688456216,-2.281754970550537,-0.020838101704915513
literal,1238,8192,8192,0.1,127404,21,11,-2.104977607727051,-2.0635964075724282,0.041381200154622544
literal,1238,8192,8192,0.1,127404,22,7,-2.104977607727051,-2.115384896596273,-0.010407288869222153
literal,1238,8192,8192,0.1,127404,18,3,-2.104977607727051,-2.1779394149780273,-0.07296180725097656
literal,1238,8192,8192,0.1,127404,20,9,-2.104977607727051,-2.23000160853068,-0.1250240008036294
literal,1238,8192,8192,0.1,127404,17,3,-2.104977607727051,-2.084059715270996,0.020917892456054688
literal,1238,8192,8192,0.1,127404,22,10,-2.104977607727051,-2.1153666178385415,-0.010389010111490737
literal,1238,8192,8192,0.1,127404,23,4,-2.104977607727051,-2.1674652099609375,-0.06248760223388672
literal,1238,8192,8192,0.1,127404,20,3,-2.104977607727051,-2.146663506825765,-0.04168589909871434
literal,1238,8192,8192,0.1,127404,0,3,-2.104977607727051,-2.094573656717936,0.010403951009114731
literal,1238,8192,8192,0.1,127404,0,6,-2.104977607727051,-2.0528810818990073,0.05209652582804347
literal,1238,8192,8192,0.1,127404,0,4,-2.104977607727051,-2.1153895060221353,-0.010411898295084487
literal,1238,8192,8192,0.1,127404,0,7,-2.104977607727051,-2.104992230733236,-1.4623006185043863e-05
literal,1238,8192,8192,0.1,127404,0,8,-2.104977607727051,-2.084105650583903,0.020871957143147934
literal,1238,8192,8192,0.1,127404,21,9,-2.104977607727051,-2.0320307413736978,0.07294686635335301
literal,1238,8192,8192,0.1,127404,20,2,-2.104977607727051,-2.1049655278523765,1.2079874674331137e-05
literal,1238,8192,8192,0.1,127404,19,1,-2.104977607727051,-2.1153697967529297,-0.010392189025878906
literal,1238,8192,8192,0.1,127404,20,5,-2.104977607727051,-2.0528526306152344,0.052124977111816406
literal,1238,8192,8192,0.1,127404,0,11,-2.104977607727051,-2.104931195576986,4.641215006495614e-05
literal,1238,8192,8192,0.1,127404,0,2,-2.104977607727051,-2.06332794825236,0.0416496594746909
literal,1238,8192,8192,0.1,127404,0,10,-2.104977607727051,-2.052744706471761,0.052232901255289566
literal,1238,8192,8192,0.1,127404,0,0,-2.104977607727051,-2.0633214314778647,0.04165617624918605
