variant,seed,target_tokens,actual_tokens,needle_frac,gold,layer,head,gold_span_start,gold_span_end,needle_span_start,needle_span_end,n_distractor_spans,gold_mass,gold_max,gold_rank,needle_mass,distractor_mass,argmax_token_index,argmax_in_gold,argmax_in_needle
literal,1237,16384,16384,0.5,255903,20,7,8224,8230,8213,8237,1,0.0005859732627868652,0.0001850128173828125,53,0.0039314404129981995,0.00678253173828125,16383,0,0
literal,1237,16384,16384,0.5,255903,21,11,8224,8230,8213,8237,1,0.4637451171875,0.13671875,1,0.6173191070556641,0.05877685546875,8226,1,1
literal,1237,16384,16384,0.5,255903,22,7,8224,8230,8213,8237,1,0.3272132873535156,0.3125,1,0.8748188018798828,0.0121077299118042,8224,1,1
literal,1237,16384,16384,0.5,255903,18,3,8224,8230,8213,8237,1,0.011348724365234375,0.003936767578125,36,0.1599104404449463,0.032501220703125,0,0,0
literal,1237,16384,16384,0.5,255903,17,10,8224,8230,8213,8237,1,0.0020036697387695312,0.000644683837890625,80,0.10465717315673828,0.009487152099609375,0,0,0
literal,1237,16384,16384,0.5,255903,20,8,8224,8230,8213,8237,1,0.0011876821517944336,0.000545501708984375,29,0.00264928862452507,0.0025787353515625,16382,0,0
literal,1237,16384,16384,0.5,255903,22,0,8224,8230,8213,8237,1,6.518792361021042e-06,3.993511199951172e-06,551,0.00048175035044550896,5.380064249038696e-05,16383,0,0
literal,1237,16384,16384,0.5,255903,22,4,8224,8230,8213,8237,1,0.0016598701477050781,0.0005340576171875,29,0.01912480592727661,0.0016078948974609375,16376,0,0
literal,1237,16384,16384,0.5,255903,21,0,8224,8230,8213,8237,1,0.013025283813476562,0.006256103515625,4,0.030649781227111816,0.003849029541015625,0,0,0
literal,1237,16384,16384,0.5,255903,20,6,8224,8230,8213,8237,1,0.0008153915405273438,0.000286102294921875,67,0.06650841236114502,0.0006409883499145508,0,0,0
literal,1237,16384,16384,0.5,255903,20,9,8224,8230,8213,8237,1,0.01079559326171875,0.00274658203125,10,0.013228165917098522,0.009717941284179688,16382,0,0
literal,1237,16384,16384,0.5,255903,21,3,8224,8230,8213,8237,1,0.0004633665084838867,0.00019073486328125,60,0.011510342359542847,0.0017046928405761719,0,0,0
literal,1237,16384,16384,0.5,255903,21,1,8224,8230,8213,8237,1,0.0017125606536865234,0.0010833740234375,56,0.09862303733825684,0.0021276473999023438,0,0,0
literal,1237,16384,16384,0.5,255903,21,4,8224,8230,8213,8237,1,0.0064067840576171875,0.0032806396484375,22,0.05786648392677307,0.0047092437744140625,16382,0,0
literal,1237,16384,16384,0.5,255903,21,5,8224,8230,8213,8237,1,0.007487297058105469,0.0030975341796875,28,0.07854795455932617,0.0008192062377929688,0,0,0
literal,1237,16384,16384,0.5,255903,17,3,8224,8230,8213,8237,1,0.001468658447265625,0.0003204345703125,62,0.021909713745117188,0.007755279541015625,16383,0,0
literal,1237,16384,16384,0.5,255903,22,10,8224,8230,8213,8237,1,0.1661376953125,0.048095703125,4,0.626259446144104,0.0028684139251708984,8230,0,1
literal,1237,16384,16384,0.5,255903,23,4,8224,8230,8213,8237,1,0.017913818359375,0.0086669921875,18,0.21831119060516357,0.020081520080566406,0,0,0
literal,1237,16384,16384,0.5,255903,20,3,8224,8230,8213,8237,1,0.003635883331298828,0.00107574462890625,32,0.04574844241142273,0.001143813133239746,16371,0,0
literal,1238,16384,16384,0.5,127404,20,7,8166,8172,8155,8179,1,0.00035887956619262695,0.00011157989501953125,76,0.005092918872833252,0.0075531005859375,16383,0,0
literal,1238,16384,16384,0.5,127404,21,11,8166,8172,8155,8179,1,0.496826171875,0.2001953125,1,0.6511783599853516,0.07061767578125,8169,1,1
literal,1238,16384,16384,0.5,127404,22,7,8166,8172,8155,8179,1,0.31758880615234375,0.306640625,1,0.8264155387878418,0.00772615522146225,8166,1,1
literal,1238,16384,16384,0.5,127404,18,3,8166,8172,8155,8179,1,0.00572967529296875,0.0019378662109375,48,0.15776383876800537,0.03125,0,0,0
literal,1238,16384,16384,0.5,127404,17,10,8166,8172,8155,8179,1,0.0011377334594726562,0.0002994537353515625,85,0.0922994613647461,0.00910186767578125,0,0,0
literal,1238,16384,16384,0.5,127404,20,8,8166,8172,8155,8179,1,0.0006754398345947266,0.0002460479736328125,34,0.002350553870201111,0.002574920654296875,16382,0,0
literal,1238,16384,16384,0.5,127404,22,0,8166,8172,8155,8179,1,6.540119647979736e-05,2.372264862060547e-05,127,0.00031718984246253967,5.704909563064575e-05,16383,0,0
literal,1238,16384,16384,0.5,127404,22,4,8166,8172,8155,8179,1,0.0012362003326416016,0.0002956390380859375,36,0.017036929726600647,0.0018973350524902344,16376,0,0
literal,1238,16384,16384,0.5,127404,21,0,8166,8172,8155,8179,1,0.011461257934570312,0.00439453125,9,0.030581653118133545,0.0036411285400390625,0,0,0
literal,1238,16384,16384,0.5,127404,20,6,8166,8172,8155,8179,1,0.0005767345428466797,0.00019741058349609375,70,0.09068191051483154,0.0005741119384765625,0,0,0
literal,1238,16384,16384,0.5,127404,20,9,8166,8172,8155,8179,1,0.007814407348632812,0.0025177001953125,10,0.010167645290493965,0.009018898010253906,16382,0,0
literal,1238,16384,16384,0.5,127404,21,3,8166,8172,8155,8179,1,8.779764175415039e-05,4.744529724121094e-05,119,0.007554054260253906,0.0019407272338867188,0,0,0
literal,1238,16384,16384,0.5,127404,21,1,8166,8172,8155,8179,1,0.0008342266082763672,0.0004444122314453125,73,0.08545374870300293,0.00262451171875,0,0,0
literal,1238,16384,16384,0.5,127404,21,4,8166,8172,8155,8179,1,0.005156993865966797,0.0025787353515625,25,0.04791480302810669,0.00473785400390625,16382,0,0
literal,1238,16384,16384,0.5,127404,21,5,8166,8172,8155,8179,1,0.006871223449707031,0.0032501220703125,29,0.09339714050292969,0.0010802745819091797,0,0,0
literal,1238,16384,16384,0.5,127404,17,3,8166,8172,8155,8179,1,0.0006275177001953125,0.00024127960205078125,65,0.019636154174804688,0.007925033569335938,16383,0,0
literal,1238,16384,16384,0.5,127404,22,10,8166,8172,8155,8179,1,0.146484375,0.0322265625,11,0.574914813041687,0.0018526315689086914,8172,0,1
literal,1238,16384,16384,0.5,127404,23,4,8166,8172,8155,8179,1,0.026971817016601562,0.009521484375,19,0.23819661140441895,0.02020251750946045,0,0,0
literal,1238,16384,16384,0.5,127404,20,3,8166,8172,8155,8179,1,0.002187013626098633,0.00080108642578125,37,0.03212398290634155,0.0007710456848144531,16373,0,0
literal,1239,16384,16383,0.5,178315,20,7,8161,8167,8150,8174,1,0.0003249645233154297,0.000148773193359375,67,0.005203142762184143,0.007902145385742188,16382,0,0
literal,1239,16384,16383,0.5,178315,21,11,8161,8167,8150,8174,1,0.4774169921875,0.1611328125,1,0.6368274688720703,0.06573486328125,8164,1,1
literal,1239,16384,16383,0.5,178315,22,7,8161,8167,8150,8174,1,0.40467071533203125,0.390625,1,0.9154176712036133,0.010287150740623474,8161,1,1
literal,1239,16384,16383,0.5,178315,18,3,8161,8167,8150,8174,1,0.010709762573242188,0.0038299560546875,37,0.18699240684509277,0.02996826171875,0,0,0
literal,1239,16384,16383,0.5,178315,17,10,8161,8167,8150,8174,1,0.0009818077087402344,0.000213623046875,86,0.10408163070678711,0.00940704345703125,0,0,0
literal,1239,16384,16383,0.5,178315,20,8,8161,8167,8150,8174,1,0.0007098913192749023,0.0003719329833984375,33,0.0025551393628120422,0.0026922225952148438,16381,0,0
literal,1239,16384,16383,0.5,178315,22,0,8161,8167,8150,8174,1,4.939734935760498e-05,1.895427703857422e-05,165,0.000721663236618042,4.789605736732483e-05,16382,0,0
literal,1239,16384,16383,0.5,178315,22,4,8161,8167,8150,8174,1,0.0021905899047851562,0.000743865966796875,24,0.03150808811187744,0.0021567344665527344,16375,0,0
literal,1239,16384,16383,0.5,178315,21,0,8161,8167,8150,8174,1,0.01111602783203125,0.006317138671875,5,0.028611227869987488,0.0039215087890625,0,0,0
literal,1239,16384,16383,0.5,178315,20,6,8161,8167,8150,8174,1,0.0005905628204345703,0.0001926422119140625,73,0.09437704086303711,0.0008728504180908203,0,0,0
literal,1239,16384,16383,0.5,178315,20,9,8161,8167,8150,8174,1,0.01236724853515625,0.0047607421875,8,0.015375746414065361,0.015110015869140625,16381,0,0
literal,1239,16384,16383,0.5,178315,21,3,8161,8167,8150,8174,1,9.211897850036621e-05,5.269050598144531e-05,130,0.00656244158744812,0.0015816688537597656,0,0,0
literal,1239,16384,16383,0.5,178315,21,1,8161,8167,8150,8174,1,0.0007410049438476562,0.0003452301025390625,73,0.0917501449584961,0.0019216537475585938,0,0,0
literal,1239,16384,16383,0.5,178315,21,4,8161,8167,8150,8174,1,0.0038323402404785156,0.00225830078125,25,0.03579215705394745,0.0050716400146484375,16381,0,0
literal,1239,16384,16383,0.5,178315,21,5,8161,8167,8150,8174,1,0.0056705474853515625,0.0025177001953125,31,0.08445024490356445,0.0011854171752929688,0,0,0
literal,1239,16384,16383,0.5,178315,17,3,8161,8167,8150,8174,1,0.00035500526428222656,8.106231689453125e-05,76,0.01761794090270996,0.008419036865234375,16382,0,0
literal,1239,16384,16383,0.5,178315,22,10,8161,8167,8150,8174,1,0.1729736328125,0.043701171875,5,0.5702362060546875,0.0022333860397338867,8167,0,1
literal,1239,16384,16383,0.5,178315,23,4,8161,8167,8150,8174,1,0.013622283935546875,0.005462646484375,20,0.24887844920158386,0.01751708984375,0,0,0
literal,1239,16384,16383,0.5,178315,20,3,8161,8167,8150,8174,1,0.002365589141845703,0.000823974609375,41,0.05353999137878418,0.002033233642578125,16372,0,0
literal,1240,16384,16384,0.5,779361,20,7,8176,8182,8165,8189,1,0.0004150867462158203,0.00017547607421875,57,0.0061483234167099,0.007396697998046875,16383,0,0
literal,1240,16384,16384,0.5,779361,21,11,8176,8182,8165,8189,1,0.556640625,0.1435546875,1,0.6951675415039062,0.0504150390625,8179,1,1
literal,1240,16384,16384,0.5,779361,22,7,8176,8182,8165,8189,1,0.5913498401641846,0.5859375,1,0.9101150035858154,0.017898984253406525,8176,1,1
literal,1240,16384,16384,0.5,779361,18,3,8176,8182,8165,8189,1,0.0067424774169921875,0.0017547607421875,52,0.14954805374145508,0.02780914306640625,0,0,0
literal,1240,16384,16384,0.5,779361,17,10,8176,8182,8165,8189,1,0.0008268356323242188,0.000244140625,86,0.08970165252685547,0.01044464111328125,0,0,0
literal,1240,16384,16384,0.5,779361,20,8,8176,8182,8165,8189,1,0.0005966424942016602,0.0003032684326171875,35,0.0033933930099010468,0.0026979446411132812,16382,0,0
literal,1240,16384,16384,0.5,779361,22,0,8176,8182,8165,8189,1,4.451721906661987e-06,1.0356307029724121e-06,1547,0.000514056533575058,4.0490180253982544e-05,16383,0,0
literal,1240,16384,16384,0.5,779361,22,4,8176,8182,8165,8189,1,0.0005495548248291016,0.000156402587890625,43,0.01738293468952179,0.0012848377227783203,16376,0,0
literal,1240,16384,16384,0.5,779361,21,0,8176,8182,8165,8189,1,0.012599945068359375,0.005645751953125,7,0.030017167329788208,0.00307464599609375,0,0,0
literal,1240,16384,16384,0.5,779361,20,6,8176,8182,8165,8189,1,0.0004290342330932617,0.0001430511474609375,74,0.11139929294586182,0.0007567405700683594,0,0,0
literal,1240,16384,16384,0.5,779361,20,9,8176,8182,8165,8189,1,0.009716033935546875,0.005340576171875,7,0.012734689749777317,0.01082611083984375,16382,0,0
literal,1240,16384,16384,0.5,779361,21,3,8176,8182,8165,8189,1,0.0001386404037475586,6.151199340820312e-05,104,0.006129741668701172,0.0016794204711914062,0,0,0
literal,1240,16384,16384,0.5,779361,21,1,8176,8182,8165,8189,1,0.0006208419799804688,0.000274658203125,78,0.09680843353271484,0.0014538764953613281,0,0,0
literal,1240,16384,16384,0.5,779361,21,4,8176,8182,8165,8189,1,0.004897117614746094,0.002044677734375,28,0.037629544734954834,0.0042552947998046875,16382,0,0
literal,1240,16384,16384,0.5,779361,21,5,8176,8182,8165,8189,1,0.00484466552734375,0.0016021728515625,38,0.07596206665039062,0.0007385015487670898,0,0,0
literal,1240,16384,16384,0.5,779361,17,3,8176,8182,8165,8189,1,0.0005130767822265625,0.00011730194091796875,72,0.016517162322998047,0.007659912109375,16383,0,0
literal,1240,16384,16384,0.5,779361,22,10,8176,8182,8165,8189,1,0.13427734375,0.05712890625,5,0.543631911277771,0.0028382539749145508,0,0,0
literal,1240,16384,16384,0.5,779361,23,4,8176,8182,8165,8189,1,0.015486717224121094,0.013427734375,13,0.24348688125610352,0.008956432342529297,0,0,0
literal,1240,16384,16384,0.5,779361,20,3,8176,8182,8165,8189,1,0.0026769638061523438,0.00160980224609375,31,0.049159228801727295,0.0014667510986328125,16371,0,0
literal,1241,16384,16384,0.5,731022,20,7,8184,8190,8173,8197,1,0.0011353492736816406,0.0005340576171875,37,0.007265985012054443,0.008056640625,16383,0,0
literal,1241,16384,16384,0.5,731022,21,11,8184,8190,8173,8197,1,0.51904296875,0.1357421875,1,0.6743068695068359,0.0491790771484375,8185,1,1
literal,1241,16384,16384,0.5,731022,22,7,8184,8190,8173,8197,1,0.4703676104545593,0.466796875,1,0.8310632109642029,0.02284988760948181,8184,1,1
literal,1241,16384,16384,0.5,731022,18,3,8184,8190,8173,8197,1,0.0067119598388671875,0.0019989013671875,44,0.14370644092559814,0.02362060546875,0,0,0
literal,1241,16384,16384,0.5,731022,17,10,8184,8190,8173,8197,1,0.0009870529174804688,0.00021457672119140625,85,0.0969247817993164,0.01116943359375,0,0,0
literal,1241,16384,16384,0.5,731022,20,8,8184,8190,8173,8197,1,0.001157522201538086,0.0004749298095703125,33,0.004412654787302017,0.0023412704467773438,16383,0,0
literal,1241,16384,16384,0.5,731022,22,0,8184,8190,8173,8197,1,8.180737495422363e-06,5.0067901611328125e-06,423,7.485225796699524e-05,3.655627369880676e-05,16383,0,0
literal,1241,16384,16384,0.5,731022,22,4,8184,8190,8173,8197,1,0.00041806697845458984,0.00013828277587890625,42,0.011269241571426392,0.0009334683418273926,16376,0,0
literal,1241,16384,16384,0.5,731022,21,0,8184,8190,8173,8197,1,0.012451171875,0.005859375,6,0.03080129623413086,0.0043430328369140625,0,0,0
literal,1241,16384,16384,0.5,731022,20,6,8184,8190,8173,8197,1,0.0003819465637207031,0.00011157989501953125,73,0.0931096076965332,0.00047087669372558594,0,0,0
literal,1241,16384,16384,0.5,731022,20,9,8184,8190,8173,8197,1,0.011775970458984375,0.00384521484375,10,0.016490839421749115,0.0164642333984375,16382,0,0
literal,1241,16384,16384,0.5,731022,21,3,8184,8190,8173,8197,1,0.0001659989356994629,6.151199340820312e-05,85,0.007977515459060669,0.0012707710266113281,0,0,0
literal,1241,16384,16384,0.5,731022,21,1,8184,8190,8173,8197,1,0.0005915164947509766,0.000244140625,78,0.10900330543518066,0.0015926361083984375,0,0,0
literal,1241,16384,16384,0.5,731022,21,4,8184,8190,8173,8197,1,0.0039691925048828125,0.00213623046875,28,0.04724997282028198,0.0035839080810546875,16383,0,0
literal,1241,16384,16384,0.5,731022,21,5,8184,8190,8173,8197,1,0.00513458251953125,0.0019073486328125,40,0.08079719543457031,0.0005950927734375,0,0,0
literal,1241,16384,16384,0.5,731022,17,3,8184,8190,8173,8197,1,0.0009522438049316406,0.00023746490478515625,66,0.020025253295898438,0.0087432861328125,16383,0,0
literal,1241,16384,16384,0.5,731022,22,10,8184,8190,8173,8197,1,0.102264404296875,0.041748046875,9,0.515215277671814,0.0020956993103027344,0,0,0
literal,1241,16384,16384,0.5,731022,23,4,8184,8190,8173,8197,1,0.019657135009765625,0.0159912109375,15,0.2277485728263855,0.009983062744140625,0,0,0
literal,1241,16384,16384,0.5,731022,20,3,8184,8190,8173,8197,1,0.0022792816162109375,0.00133514404296875,33,0.04863262176513672,0.0011118650436401367,16383,0,0
alias,101234,16384,16384,0.5,476403,20,7,8176,8182,8161,8189,1,0.0005657672882080078,0.0001850128173828125,63,0.007181346416473389,0.017188549041748047,16383,0,0
alias,101234,16384,16384,0.5,476403,21,11,8176,8182,8161,8189,1,0.6708984375,0.1787109375,1,0.7789392471313477,0.068267822265625,8178,1,1
alias,101234,16384,16384,0.5,476403,22,7,8176,8182,8161,8189,1,0.8847179412841797,0.875,1,0.9783191680908203,0.00429854542016983,8176,1,1
alias,101234,16384,16384,0.5,476403,18,3,8176,8182,8161,8189,1,0.012615203857421875,0.00628662109375,29,0.22707486152648926,0.009792327880859375,0,0,0
alias,101234,16384,16384,0.5,476403,17,10,8176,8182,8161,8189,1,0.0008757114410400391,0.0002765655517578125,95,0.10392403602600098,0.00540924072265625,0,0,0
alias,101234,16384,16384,0.5,476403,20,8,8176,8182,8161,8189,1,0.00038492679595947266,0.0001964569091796875,38,0.001679692417383194,0.0014367103576660156,16382,0,0
alias,101234,16384,16384,0.5,476403,22,0,8176,8182,8161,8189,1,2.1723099052906036e-06,6.780028343200684e-07,2373,0.0005680960603058338,2.8327107429504395e-05,16383,0,0
alias,101234,16384,16384,0.5,476403,22,4,8176,8182,8161,8189,1,0.0021114349365234375,0.000598907470703125,41,0.057003021240234375,0.004299163818359375,16383,0,0
alias,101234,16384,16384,0.5,476403,21,0,8176,8182,8161,8189,1,0.0203704833984375,0.003997802734375,6,0.04397749900817871,0.0015077590942382812,0,0,0
alias,101234,16384,16384,0.5,476403,20,6,8176,8182,8161,8189,1,0.0011730194091796875,0.00042724609375,59,0.1437494456768036,0.0005277395248413086,0,0,0
alias,101234,16384,16384,0.5,476403,20,9,8176,8182,8161,8189,1,0.0010037422180175781,0.0002689361572265625,15,0.0018622390925884247,0.002455472946166992,16382,0,0
alias,101234,16384,16384,0.5,476403,21,3,8176,8182,8161,8189,1,0.0002727508544921875,8.821487426757812e-05,96,0.008723333477973938,0.0019426345825195312,0,0,0
alias,101234,16384,16384,0.5,476403,21,1,8176,8182,8161,8189,1,0.0002808570861816406,5.793571472167969e-05,109,0.06490349769592285,0.0019369125366210938,0,0,0
alias,101234,16384,16384,0.5,476403,21,4,8176,8182,8161,8189,1,0.032257080078125,0.0106201171875,17,0.16040635108947754,0.002917766571044922,16382,0,0
alias,101234,16384,16384,0.5,476403,21,5,8176,8182,8161,8189,1,0.00905609130859375,0.0025177001953125,37,0.1481008529663086,0.0018954277038574219,0,0,0
