variant,seed,target_tokens,actual_tokens,needle_frac,gold,layer,head,baseline_logprob,ablated_logprob,delta_logprob
literal,1234,8192,8191,0.1,915965,0,5,-2.0839297771453857,-2.0734787782033286,0.010450998942057144
literal,1235,8192,8193,0.1,822782,21,11,-1.9383243719736736,-2.125936587651571,-0.1876122156778972
literal,1235,8192,8193,0.1,822782,0,8,-1.9383243719736736,-1.969477613766988,-0.031153241793314468
literal,1235,8192,8193,0.1,822782,22,7,-1.9383243719736736,-2.2091981569925943,-0.2708737850189207
literal,1235,8192,8193,0.1,822782,21,9,-1.9383243719736736,-1.8654075463612874,0.07291682561238622
literal,1235,8192,8193,0.1,822782,20,2,-1.9383243719736736,-1.9383596579233806,-3.528594970703125e-05
literal,1235,8192,8193,0.1,822782,20,9,-1.9383243719736736,-2.0633224646250405,-0.12499809265136697
literal,1235,8192,8193,0.1,822782,17,3,-1.9383243719736736,-1.9590336084365845,-0.020709236462910896
literal,1235,8192,8193,0.1,822782,20,3,-1.9383243719736736,-1.969573736190796,-0.031249364217122322
literal,1235,8192,8193,0.1,822782,19,1,-1.9383243719736736,-1.9382784366607666,4.5935312906975057e-05
literal,1235,8192,8193,0.1,822782,18,3,-1.9383243719736736,-2.021715005238851,-0.08339063326517748
literal,1235,8192,8193,0.1,822782,20,5,-1.9383243719736736,-1.9279121557871501,0.010412216186523438
literal,1235,8192,8193,0.1,822782,22,10,-1.9383243719736736,-2.000847657521566,-0.06252328554789233
literal,1235,8192,8193,0.1,822782,0,11,-1.9383243719736736,-1.9383938312530518,-6.94592793781812e-05
literal,1235,8192,8193,0.1,822782,23,4,-1.9383243719736736,-1.9591375192006428,-0.020813147226969253
literal,1235,8192,8193,0.1,822782,0,2,-1.9383243719736736,-1.9696186383565266,-0.03129426638285304
literal,1235,8192,8193,0.1,822782,0,6,-1.9383243719736736,-2.083958109219869,-0.14563373724619555
literal,1235,8192,8193,0.1,822782,0,7,-1.9383243719736736,-1.969582239786784,-0.03125786781311035
literal,1235,8192,8193,0.1,822782,0,10,-1.9383243719736736,-1.9903210798899333,-0.051996707916259766
literal,1235,8192,8193,0.1,822782,0,0,-1.9383243719736736,-1.9176896413167317,0.02063473065694188
literal,1235,8192,8193,0.1,822782,0,3,-1.9383243719736736,-2.0322295824686685,-0.0939052104949949
literal,1235,8192,8193,0.1,822782,0,1,-1.9383243719736736,-1.9800963401794434,-0.04177196820576978
literal,1235,8192,8193,0.1,822782,0,4,-1.9383243719736736,-2.011320193608602,-0.07299582163492846
literal,1235,8192,8193,0.1,822782,20,11,-1.9383243719736736,-1.9070768356323242,0.031247536341349358
literal,1235,8192,8193,0.1,822782,0,5,-1.9383243719736736,-1.9695769151051838,-0.03125254313151027
literal,1236,8192,8192,0.1,659279,21,11,-1.9796881675720215,-2.1257449785868325,-0.14605681101481105
literal,1236,8192,8192,0.1,659279,0,8,-1.9796881675720215,-1.9900342623392742,-0.010346094767252678
literal,1236,8192,8192,0.1,659279,22,7,-1.9796881675720215,-2.1984710693359375,-0.21878290176391602
literal,1236,8192,8192,0.1,659279,21,9,-1.9796881675720215,-1.969274361928304,0.010413805643717522
literal,1236,8192,8192,0.1,659279,20,2,-1.9796881675720215,-2.0005009969075522,-0.020812829335530747
literal,1236,8192,8192,0.1,659279,20,9,-1.9796881675720215,-2.1463190714518228,-0.16663090387980128
literal,1236,8192,8192,0.1,659279,17,3,-1.9796881675720215,-2.0004274050394693,-0.02073923746744777
literal,1236,8192,8192,0.1,659279,20,3,-1.9796881675720215,-2.0317769050598145,-0.05208873748779297
literal,1236,8192,8192,0.1,659279,19,1,-1.9796881675720215,-1.9692708651224773,0.010417302449544197
literal,1236,8192,8192,0.1,659279,18,3,-1.9796881675720215,-2.1359694798787436,-0.15628131230672215
literal,1236,8192,8192,0.1,659279,20,5,-1.9796881675720215,-1.9588580131530762,0.020830154418945312
literal,1236,8192,8192,0.1,659279,22,10,-1.9796881675720215,-2.0109047889709473,-0.03121662139892578
literal,1236,8192,8192,0.1,659279,0,11,-1.9796881675720215,-2.0109373728434243,-0.031249205271402847
literal,1236,8192,8192,0.1,659279,23,4,-1.9796881675720215,-2.0525922775268555,-0.07290410995483398
literal,1236,8192,8192,0.1,659279,0,2,-1.9796881675720215,-2.0005369186401367,-0.020848751068115234
literal,1236,8192,8192,0.1,659279,0,6,-1.9796881675720215,-1.9169704914093018,0.06271767616271973
literal,1236,8192,8192,0.1,659279,0,7,-1.9796881675720215,-2.0422019958496094,-0.06251382827758789
literal,1236,8192,8192,0.1,659279,0,10,-1.9796881675720215,-1.958682696024577,0.021005471547444587
literal,1236,8192,8192,0.1,659279,0,0,-1.9796881675720215,-1.9588651657104492,0.020823001861572266
literal,1236,8192,8192,0.1,659279,0,3,-1.9796881675720215,-2.0213796297709146,-0.04169146219889308
literal,1236,8192,8192,0.1,659279,0,1,-1.9796881675720215,-1.990121841430664,-0.010433673858642578
literal,1236,8192,8192,0.1,659279,0,4,-1.9796881675720215,-2.0005332628885903,-0.020845095316568862
literal,1236,8192,8192,0.1,659279,20,11,-1.9796881675720215,-1.969252109527588,0.010436058044433594
literal,1236,8192,8192,0.1,659279,0,5,-1.9796881675720215,-1.9796640078226726,2.415974934888432e-05
literal,1237,8192,8191,0.1,255903,21,11,-2.2609168688456216,-2.282040596008301,-0.021123727162679184
literal,1237,8192,8191,0.1,255903,0,8,-2.2609168688456216,-2.302560647328695,-0.04164377848307321
literal,1237,8192,8191,0.1,255903,22,7,-2.2609168688456216,-2.365140120188395,-0.10422325134277344
literal,1237,8192,8191,0.1,255903,21,9,-2.2609168688456216,-2.1776134173075357,0.08330345153808594
literal,1237,8192,8191,0.1,255903,20,2,-2.2609168688456216,-2.2504990895589194,0.010417779286702178
literal,1237,8192,8191,0.1,255903,20,9,-2.2609168688456216,-2.302578608194987,-0.041661739349365234
literal,1237,8192,8191,0.1,255903,17,3,-2.2609168688456216,-2.250440756479899,0.010476112365722656
literal,1237,8192,8191,0.1,255903,20,3,-2.2609168688456216,-2.3234686851501465,-0.06255181630452489
literal,1237,8192,8191,0.1,255903,19,1,-2.2609168688456216,-2.250520388285319,0.010396480560302734
literal,1237,8192,8191,0.1,255903,18,3,-2.2609168688456216,-2.3338890075683594,-0.07297213872273778
literal,1237,8192,8191,0.1,255903,20,5,-2.2609168688456216,-2.1463281313578286,0.11458873748779297
literal,1237,8192,8191,0.1,255903,22,10,-2.2609168688456216,-2.292153835296631,-0.031236966451009263
literal,1237,8192,8191,0.1,255903,0,11,-2.2609168688456216,-2.250492731730143,0.010424137115478516
literal,1237,8192,8191,0.1,255903,23,4,-2.2609168688456216,-2.292161146799723,-0.031244277954101562
literal,1237,8192,8191,0.1,255903,0,2,-2.2609168688456216,-2.2504959106445312,0.010420958201090347
literal,1237,8192,8191,0.1,255903,0,6,-2.2609168688456216,-2.1774826844533286,0.083434184392293
literal,1237,8192,8191,0.1,255903,0,7,-2.2609168688456216,-2.3130313555399575,-0.05211448669433594
literal,1237,8192,8191,0.1,255903,0,10,-2.2609168688456216,-2.208736260732015,0.052180608113606475
literal,1237,8192,8191,0.1,255903,0,0,-2.2609168688456216,-2.2088499069213867,0.05206696192423488
literal,1237,8192,8191,0.1,255903,0,3,-2.2609168688456216,-2.281788190205892,-0.02087132136027048
literal,1237,8192,8191,0.1,255903,0,1,-2.2609168688456216,-2.2504711151123047,0.01044575373331691
literal,1237,8192,8191,0.1,255903,0,4,-2.2609168688456216,-2.2505367596944175,0.010380109151204131
literal,1237,8192,8191,0.1,255903,20,11,-2.2609168688456216,-2.156754970550537,0.10416189829508449
literal,1237,8192,8191,0.1,255903,0,5,-2.2609168688456216,-2.2505170504252114,0.010399818420410156
literal,1238,8192,8192,0.1,127404,21,11,-2.104977607727051,-2.0635964075724282,0.041381200154622544
literal,1238,8192,8192,0.1,127404,0,8,-2.104977607727051,-2.084105650583903,0.020871957143147934
literal,1238,8192,8192,0.1,127404,22,7,-2.104977607727051,-2.115384896596273,-0.010407288869222153
literal,1238,8192,8192,0.1,127404,21,9,-2.104977607727051,-2.0320307413736978,0.07294686635335301
literal,1238,8192,8192,0.1,127404,20,2,-2.104977607727051,-2.1049655278523765,1.2079874674331137e-05
literal,1238,8192,8192,0.1,127404,20,9,-2.104977607727051,-2.23000160853068,-0.1250240008036294
literal,1238,8192,8192,0.1,127404,17,3,-2.104977607727051,-2.084059715270996,0.020917892456054688
literal,1238,8192,8192,0.1,127404,20,3,-2.104977607727051,-2.146663506825765,-0.04168589909871434
literal,1238,8192,8192,0.1,127404,19,1,-2.104977607727051,-2.1153697967529297,-0.010392189025878906
literal,1238,8192,8192,0.1,127404,18,3,-2.104977607727051,-2.1779394149780273,-0.07296180725097656
literal,1238,8192,8192,0.1,127404,20,5,-2.104977607727051,-2.0528526306152344,0.052124977111816406
literal,1238,8192,8192,0.1,127404,22,10,-2.104977607727051,-2.1153666178385415,-0.010389010111490737
literal,1238,8192,8192,0.1,127404,0,11,-2.104977607727051,-2.104931195576986,4.641215006495614e-05
literal,1238,8192,8192,0.1,127404,23,4,-2.104977607727051,-2.1674652099609375,-0.06248760223388672
literal,1238,8192,8192,0.1,127404,0,2,-2.104977607727051,-2.06332794825236,0.0416496594746909
literal,1238,8192,8192,0.1,127404,0,6,-2.104977607727051,-2.0528810818990073,0.05209652582804347
literal,1238,8192,8192,0.1,127404,0,7,-2.104977607727051,-2.104992230733236,-1.4623006185043863e-05
literal,1238,8192,8192,0.1,127404,0,10,-2.104977607727051,-2.052744706471761,0.052232901255289566
literal,1238,8192,8192,0.1,127404,0,0,-2.104977607727051,-2.0633214314778647,0.04165617624918605
literal,1238,8192,8192,0.1,127404,0,3,-2.104977607727051,-2.094573656717936,0.010403951009114731
literal,1238,8192,8192,0.1,127404,0,1,-2.104977607727051,-2.084151268005371,0.020826339721679688
literal,1238,8192,8192,0.1,127404,0,4,-2.104977607727051,-2.1153895060221353,-0.010411898295084487
literal,1238,8192,8192,0.1,127404,20,11,-2.104977607727051,-2.094505945841471,0.010471661885579575
literal,1238,8192,8192,0.1,127404,0,5,-2.104977607727051,-2.1049707730611167,6.834665934096762e-06
literal,1239,8192,8192,0.1,178315,21,11,-2.0737412770589194,-2.0741453170776367,-0.0004040400187172999
literal,1239,8192,8192,0.1,178315,0,8,-2.0737412770589194,-2.073756535847982,-1.52587890625e-05
literal,1239,8192,8192,0.1,178315,22,7,-2.0737412770589194,-2.125868479410807,-0.052127202351887725
literal,1239,8192,8192,0.1,178315,21,9,-2.0737412770589194,-2.0111862818400064,0.06255499521891306
literal,1239,8192,8192,0.1,178315,20,2,-2.0737412770589194,-2.0633039474487305,0.01043732961018895
literal,1239,8192,8192,0.1,178315,20,9,-2.0737412770589194,-2.1987269719441733,-0.1249856948852539
literal,1239,8192,8192,0.1,178315,17,3,-2.0737412770589194,-2.1153311729431152,-0.041589895884195816
literal,1239,8192,8192,0.1,178315,20,3,-2.0737412770589194,-2.0841830571492515,-0.010441780090332031
literal,1239,8192,8192,0.1,178315,19,1,-2.0737412770589194,-2.084138552347819,-0.010397275288899444
literal,1239,8192,8192,0.1,178315,18,3,-2.0737412770589194,-2.1258955001831055,-0.05215422312418605
literal,1239,8192,8192,0.1,178315,20,5,-2.0737412770589194,-2.0007688204447427,0.07297245661417673
literal,1239,8192,8192,0.1,178315,22,10,-2.0737412770589194,-2.073734919230143,6.357828776337726e-06
literal,1239,8192,8192,0.1,178315,0,11,-2.0737412770589194,-2.032022794087728,0.041718482971191406
literal,1239,8192,8192,0.1,178315,23,4,-2.0737412770589194,-2.1049582163492837,-0.031216939290364287
literal,1239,8192,8192,0.1,178315,0,2,-2.0737412770589194,-2.042537053426107,0.0312042236328125
literal,1239,8192,8192,0.1,178315,0,6,-2.0737412770589194,-1.990634282430013,0.08310699462890647
literal,1239,8192,8192,0.1,178315,0,7,-2.0737412770589194,-2.084167798360189,-0.010426521301269531
literal,1239,8192,8192,0.1,178315,0,10,-2.0737412770589194,-2.01124636332194,0.06249491373697946
literal,1239,8192,8192,0.1,178315,0,0,-2.0737412770589194,-2.000844955444336,0.07289632161458348
literal,1239,8192,8192,0.1,178315,0,3,-2.0737412770589194,-2.0737810134887695,-3.973642985011239e-05
literal,1239,8192,8192,0.1,178315,0,1,-2.0737412770589194,-2.0633506774902344,0.010390599568685044
literal,1239,8192,8192,0.1,178315,0,4,-2.0737412770589194,-2.0633761088053384,0.010365168253581025
literal,1239,8192,8192,0.1,178315,20,11,-2.0737412770589194,-2.0111870765686035,0.0625542004903159
literal,1239,8192,8192,0.1,178315,0,5,-2.0737412770589194,-2.04246457417806,0.031276702880859375
literal,1240,8192,8191,0.1,779361,21,11,-1.9174858729044597,-2.063558260599772,-0.14607238769531228
literal,1240,8192,8191,0.1,779361,0,8,-1.9174858729044597,-1.8861549695332844,0.03133090337117528
literal,1240,8192,8191,0.1,779361,22,7,-1.9174858729044597,-2.0633713404337564,-0.14588546752929665
literal,1240,8192,8191,0.1,779361,21,9,-1.9174858729044597,-1.875846227010091,0.04163964589436864
literal,1240,8192,8191,0.1,779361,20,2,-1.9174858729044597,-1.8758323987325032,0.04165347417195653
literal,1240,8192,8191,0.1,779361,20,9,-1.9174858729044597,-1.9695777893066406,-0.052091916402180916
literal,1240,8192,8191,0.1,779361,17,3,-1.9174858729044597,-1.906873067220052,0.0106128056844077
literal,1240,8192,8191,0.1,779361,20,3,-1.9174858729044597,-1.9591905275980632,-0.041704654693603516
literal,1240,8192,8191,0.1,779361,19,1,-1.9174858729044597,-1.8966819445292156,0.02080392837524414
literal,1240,8192,8191,0.1,779361,18,3,-1.9174858729044597,-1.990559736887614,-0.0730738639831543
literal,1240,8192,8191,0.1,779361,20,5,-1.9174858729044597,-1.9070816040039062,0.01040426890055346
literal,1240,8192,8191,0.1,779361,22,10,-1.9174858729044597,-1.9383438428243,-0.020857969919840347
literal,1240,8192,8191,0.1,779361,0,11,-1.9174858729044597,-1.8551090558369954,0.06237681706746434
literal,1240,8192,8191,0.1,779361,23,4,-1.9174858729044597,-1.9487476348876953,-0.0312617619832356
literal,1240,8192,8191,0.1,779361,0,2,-1.9174858729044597,-1.8863232930501301,0.031162579854329575
literal,1240,8192,8191,0.1,779361,0,6,-1.9174858729044597,-1.8546207745869954,0.06286509831746434
literal,1240,8192,8191,0.1,779361,0,7,-1.9174858729044597,-1.8965932528177898,0.020892620086669922
literal,1240,8192,8191,0.1,779361,0,10,-1.9174858729044597,-1.8651183446248372,0.052367528279622544
literal,1240,8192,8191,0.1,779361,0,0,-1.9174858729044597,-1.8657423655192058,0.051743507385253906
literal,1240,8192,8191,0.1,779361,0,3,-1.9174858729044597,-1.917502721150716,-1.6848246256362387e-05
literal,1240,8192,8191,0.1,779361,0,1,-1.9174858729044597,-1.9071377118428547,0.010348161061604966
literal,1240,8192,8191,0.1,779361,0,4,-1.9174858729044597,-1.8967811266581218,0.02070474624633789
literal,1240,8192,8191,0.1,779361,20,11,-1.9174858729044597,-1.865420659383138,0.05206521352132176
literal,1240,8192,8191,0.1,779361,0,5,-1.9174858729044597,-1.886228084564209,0.031257788340250725
literal,1241,8192,8192,0.1,731022,21,11,-1.9490454991658528,-2.0951876640319824,-0.14614216486612963
literal,1241,8192,8192,0.1,731022,0,8,-1.9490454991658528,-1.9385103384653728,0.010535160700479995
literal,1241,8192,8192,0.1,731022,22,7,-1.9490454991658528,-2.074216604232788,-0.1251711050669353
literal,1241,8192,8192,0.1,731022,21,9,-1.9490454991658528,-1.9178509712219238,0.031194527943928962
literal,1241,8192,8192,0.1,731022,20,2,-1.9490454991658528,-1.949039061864217,6.4373016357421875e-06
literal,1241,8192,8192,0.1,731022,20,9,-1.9490454991658528,-2.0219852129618325,-0.07293971379597974
literal,1241,8192,8192,0.1,731022,17,3,-1.9490454991658528,-1.9904004732767742,-0.04135497411092137
literal,1241,8192,8192,0.1,731022,20,3,-1.9490454991658528,-2.01154891649882,-0.06250341733296705
literal,1241,8192,8192,0.1,731022,19,1,-1.9490454991658528,-1.9699331124623616,-0.02088761329650879
literal,1241,8192,8192,0.1,731022,18,3,-1.9490454991658528,-2.0950133005777993,-0.14596780141194654
literal,1241,8192,8192,0.1,731022,20,5,-1.9490454991658528,-1.9282710552215576,0.020774443944295173
literal,1241,8192,8192,0.1,731022,22,10,-1.9490454991658528,-2.0012216567993164,-0.052176157633463616
literal,1241,8192,8192,0.1,731022,0,11,-1.9490454991658528,-1.9282182852427165,0.020827213923136245
literal,1241,8192,8192,0.1,731022,23,4,-1.9490454991658528,-1.9907634258270264,-0.04171792666117358
literal,1241,8192,8192,0.1,731022,0,2,-1.9490454991658528,-1.94913649559021,-9.099642435717037e-05
literal,1241,8192,8192,0.1,731022,0,6,-1.9490454991658528,-1.9590221246083577,-0.009976625442504883
literal,1241,8192,8192,0.1,731022,0,7,-1.9490454991658528,-1.9699375629425049,-0.020892063776652092
literal,1241,8192,8192,0.1,731022,0,10,-1.9490454991658528,-1.9173805713653564,0.031664927800496345
literal,1241,8192,8192,0.1,731022,0,0,-1.9490454991658528,-1.9283422629038494,0.020703236262003433
literal,1241,8192,8192,0.1,731022,0,3,-1.9490454991658528,-1.9387733936309814,0.010272105534871345
literal,1241,8192,8192,0.1,731022,0,1,-1.9490454991658528,-1.93876846631368,0.010277032852172852
literal,1241,8192,8192,0.1,731022,0,4,-1.9490454991658528,-1.9386914571126301,0.010354042053222656
literal,1241,8192,8192,0.1,731022,20,11,-1.9490454991658528,-1.896937370300293,0.05210812886555982
literal,1241,8192,8192,0.1,731022,0,5,-1.9490454991658528,-1.9699602921803792,-0.020914793014526367
alias,101234,8192,8192,0.1,476403,21,11,-1.9529555638631184,-2.1743481953938804,-0.22139263153076194
alias,101234,8192,8192,0.1,476403,0,8,-1.9529555638631184,-1.9316781361897786,0.021277427673339844
alias,101234,8192,8192,0.1,476403,22,7,-1.9529555638631184,-2.067915916442871,-0.11496035257975268
alias,101234,8192,8192,0.1,476403,21,9,-1.9529555638631184,-1.943076769510905,0.009878794352213394
alias,101234,8192,8192,0.1,476403,20,2,-1.9529555638631184,-1.9843308130900066,-0.03137524922688817
alias,101234,8192,8192,0.1,476403,20,9,-1.9529555638631184,-1.9845304489135742,-0.0315748850504558
alias,101234,8192,8192,0.1,476403,17,3,-1.9529555638631184,-1.9537172317504883,-0.0007616678873698657
alias,101234,8192,8192,0.1,476403,20,3,-1.9529555638631184,-1.99486509958903,-0.041909535725911606
alias,101234,8192,8192,0.1,476403,19,1,-1.9529555638631184,-1.9530808130900066,-0.00012524922688816886
alias,101234,8192,8192,0.1,476403,18,3,-1.9529555638631184,-2.0502904256184897,-0.09733486175537132
alias,101234,8192,8192,0.1,476403,20,5,-1.9529555638631184,-1.9639348983764648,-0.010979334513346428
alias,101234,8192,8192,0.1,476403,22,10,-1.9529555638631184,-1.973981539408366,-0.021025975545247544
alias,101234,8192,8192,0.1,476403,0,11,-1.9529555638631184,-1.909502347310384,0.043453216552734375
alias,101234,8192,8192,0.1,476403,23,4,-1.9529555638631184,-1.9946797688802083,-0.041724205017089844
alias,101234,8192,8192,0.1,476403,0,2,-1.9529555638631184,-1.952461878458659,0.0004936854044594874
alias,101234,8192,8192,0.1,476403,0,6,-1.9529555638631184,-2.033454418182373,-0.08049885431925463
alias,101234,8192,8192,0.1,476403,0,7,-1.9529555638631184,-1.9742902119954426,-0.02133464813232422
alias,101234,8192,8192,0.1,476403,0,10,-1.9529555638631184,-1.992238998413086,-0.03928343454996752
alias,101234,8192,8192,0.1,476403,0,0,-1.9529555638631184,-1.9327716827392578,0.020183881123860603
alias,101234,8192,8192,0.1,476403,0,3,-1.9529555638631184,-1.9626658757527669,-0.009710311889648438
alias,101234,8192,8192,0.1,476403,0,1,-1.9529555638631184,-1.9830640157063801,-0.03010845184326172
alias,101234,8192,8192,0.1,476403,0,4,-1.9529555638631184,-1.984326680501302,-0.031371116638183594
alias,101234,8192,8192,0.1,476403,20,11,-1.9529555638631184,-2.0050477981567383,-0.052092234293619866
alias,101234,8192,8192,0.1,476403,0,5,-1.9529555638631184,-1.9844099680582683,-0.03145440419514989
alias,101235,8192,8192,0.1,419257,21,11,-1.919932206471761,-2.1400553385416665,-0.22012313206990552
alias,101235,8192,8192,0.1,419257,0,8,-1.919932206471761,-1.878008206685384,0.04192399978637695
alias,101235,8192,8192,0.1,419257,22,7,-1.919932206471761,-1.9719772338867188,-0.052045027414957756
alias,101235,8192,8192,0.1,419257,21,9,-1.919932206471761,-1.9097706476847331,0.010161558787027847
alias,101235,8192,8192,0.1,419257,20,2,-1.919932206471761,-1.9196213086446126,0.0003108978271484375
alias,101235,8192,8192,0.1,419257,20,9,-1.919932206471761,-1.9406719207763672,-0.020739714304606194
alias,101235,8192,8192,0.1,419257,17,3,-1.919932206471761,-1.9298025767008464,-0.009870370229085434
alias,101235,8192,8192,0.1,419257,20,3,-1.919932206471761,-1.930138111114502,-0.01020590464274096
alias,101235,8192,8192,0.1,419257,19,1,-1.919932206471761,-1.9092699686686199,0.010662237803141128
alias,101235,8192,8192,0.1,419257,18,3,-1.919932206471761,-1.9943647384643555,-0.07443253199259448
alias,101235,8192,8192,0.1,419257,20,5,-1.919932206471761,-1.9095040957132976,0.010428110758463394
alias,101235,8192,8192,0.1,419257,22,10,-1.919932206471761,-1.9304720560709636,-0.010539849599202622
alias,101235,8192,8192,0.1,419257,0,11,-1.919932206471761,-1.8886841138203938,0.031248092651367188
alias,101235,8192,8192,0.1,419257,23,4,-1.919932206471761,-1.95130189259847,-0.031369686126708984
alias,101235,8192,8192,0.1,419257,0,2,-1.919932206471761,-1.8903958002726238,0.029536406199137222
alias,101235,8192,8192,0.1,419257,0,6,-1.919932206471761,-1.9493762652079265,-0.029444058736165513
alias,101235,8192,8192,0.1,419257,0,7,-1.919932206471761,-1.9097801844278972,0.010152022043863784
alias,101235,8192,8192,0.1,419257,0,10,-1.919932206471761,-1.9075134595235188,0.012418746948242188
alias,101235,8192,8192,0.1,419257,0,0,-1.919932206471761,-1.8785289128621419,0.04140329360961914
alias,101235,8192,8192,0.1,419257,0,3,-1.919932206471761,-1.910697301228841,0.009234905242919922
alias,101235,8192,8192,0.1,419257,0,1,-1.919932206471761,-1.8996933301289876,0.020238876342773438
alias,101235,8192,8192,0.1,419257,0,4,-1.919932206471761,-1.9303223292032878,-0.01039012273152684
alias,101235,8192,8192,0.1,419257,20,11,-1.919932206471761,-1.930107593536377,-0.01017538706461596
alias,101235,8192,8192,0.1,419257,0,5,-1.919932206471761,-1.899289608001709,0.02064259847005201
alias,101236,8192,8192,0.1,896301,21,11,-1.7837336858113606,-2.055691401163737,-0.27195771535237623
alias,101236,8192,8192,0.1,896301,0,8,-1.7837336858113606,-1.762264569600423,0.0214691162109375
alias,101236,8192,8192,0.1,896301,22,7,-1.7837336858113606,-1.8778874079386394,-0.0941537221272788
alias,101236,8192,8192,0.1,896301,21,9,-1.7837336858113606,-1.7421865463256836,0.04154713948567701
alias,101236,8192,8192,0.1,896301,20,2,-1.7837336858113606,-1.7628974914550781,0.020836194356282478
alias,101236,8192,8192,0.1,896301,20,9,-1.7837336858113606,-1.7316322326660156,0.05210145314534498
alias,101236,8192,8192,0.1,896301,17,3,-1.7837336858113606,-1.7732083002726238,0.010525385538736831
alias,101236,8192,8192,0.1,896301,20,3,-1.7837336858113606,-1.8359305063883464,-0.052196820576985825
alias,101236,8192,8192,0.1,896301,19,1,-1.7837336858113606,-1.7629753748575847,0.020758310953775894
alias,101236,8192,8192,0.1,896301,18,3,-1.7837336858113606,-1.836605707804362,-0.05287202199300145
alias,101236,8192,8192,0.1,896301,20,5,-1.7837336858113606,-1.794267972310384,-0.010534286499023438
alias,101236,8192,8192,0.1,896301,22,10,-1.7837336858113606,-1.8150758743286133,-0.03134218851725268
alias,101236,8192,8192,0.1,896301,0,11,-1.7837336858113606,-1.7314338684082031,0.05229981740315748
alias,101236,8192,8192,0.1,896301,23,4,-1.7837336858113606,-1.8150027592976887,-0.031269073486328125
alias,101236,8192,8192,0.1,896301,0,2,-1.7837336858113606,-1.7732073465983074,0.010526339213053237
alias,101236,8192,8192,0.1,896301,0,6,-1.7837336858113606,-1.8348105748494465,-0.05107688903808594
alias,101236,8192,8192,0.1,896301,0,7,-1.7837336858113606,-1.7525415420532227,0.031192143758137947
alias,101236,8192,8192,0.1,896301,0,10,-1.7837336858113606,-1.8452564875284831,-0.061522801717122544
alias,101236,8192,8192,0.1,896301,0,0,-1.7837336858113606,-1.7430330912272136,0.04070059458414699
alias,101236,8192,8192,0.1,896301,0,3,-1.7837336858113606,-1.783831278483073,-9.759267171238761e-05
alias,101236,8192,8192,0.1,896301,0,1,-1.7837336858113606,-1.7420056660970051,0.04172801971435547
alias,101236,8192,8192,0.1,896301,0,4,-1.7837336858113606,-1.7526273727416992,0.031106313069661384
alias,101236,8192,8192,0.1,896301,20,11,-1.7837336858113606,-1.7837931315104167,-5.944569905613761e-05
alias,101236,8192,8192,0.1,896301,0,5,-1.7837336858113606,-1.773447036743164,0.01028664906819654
alias,101237,8192,8192,0.1,847571,21,11,-1.7244116465250652,-2.0494887034098306,-0.3250770568847654
alias,101237,8192,8192,0.1,847571,0,8,-1.7244116465250652,-1.7537689208984375,-0.029357274373372322
